d,y,U_hat,in_genesis_segment
1.0,1.6204121924475035,0.12965643094204535,1
1.0,1.6286118523202548,0.1292259736127911,1
1.0,1.6368530043653942,0.12879335782631135,1
1.0,1.6451358585428955,0.12835858823558113,1
1.0,1.6534606258751774,0.12792166976561323,1
1.0,1.6618275184524822,0.12748260761618127,1
1.0,1.6702367494382768,0.12704140726452237,1
1.0,1.6786885330746848,0.12659807446801752,1
1.0,1.687183084687946,0.12615261526684893,1
1.0,1.695720620693896,0.12570503598663282,1
1.0,1.7043013586034887,0.12525534324102625,1
1.0,1.7129255170283333,0.12480354393430745,1
1.0,1.7215933156862628,0.12434964526392761,1
1.0,1.7303049754069342,0.12389365472303326,1
1.0,1.7390607181374529,0.1234355801029577,1
1.0,1.7478607669480286,0.1229754294956806,1
1.0,1.7567053460376572,0.12251321129625377,1
1.0,1.7655946807398333,0.12204893420519236,1
1.0,1.7745289975282912,0.12158260723082984,1
1.0,1.7835085240227748,0.1211142396916352,1
1.0,1.7925334889948359,0.12064384121849182,1
1.0,1.8016041223736639,0.12017142175693502,1
1.0,1.8107206552519421,0.11969699156934921,1
1.0,1.8198833198917372,0.11922056123712048,1
1.0,1.8290923497304148,0.11874214166274571,1
1.0,1.8383479793865893,0.11826174407189473,1
1.0,1.8476504446660946,0.11777938001542598,1
1.0,1.8569999825680015,0.11729506137135207,1
1.0,1.8663968312906491,0.11680880034675584,1
1.0,1.8758412302377152,0.1163206094796538,1
1.0,1.8853334200243155,0.11583050164080673,1
1.0,1.8948736424831338,0.11533849003547494,1
1.0,1.9044621406705828,0.11484458820511707,1
1.0,1.9140991588729972,0.11434881002903126,1
1.0,1.9237849426128568,0.11385116972593642,1
1.0,1.9335197386550416,0.11335168185549273,1
1.0,1.9433037950131191,0.11285036131975935,1
1.0,1.953137360955663,0.11234722336458848,1
1.0,1.963020687012603,0.11184228358095316,1
1.0,1.9729540249816084,0.11133555790620822,1
1.0,1.982937627934503,0.11082706262528222,1
1.0,1.9929717502237139,0.11031681437179947,1
1.0,2.003056647488745,0.10980483012913003,1
1.0,2.0131925766627,0.10929112723136558,1
1.0,2.023379795978823,0.10877572336422121,1
1.0,2.0336185649770764,0.10825863656586063,1
1.0,2.043909144510756,0.10773988522764222,1
1.0,2.0542517967531344,0.10721948809478664,1
1.0,2.064646785204142,0.10669746426696243,1
1.0,2.0750943746970805,0.10617383319878922,1
1.0,2.0855948314053676,0.10564861470025647,1
1.0,2.0961484228493212,0.10512182893705636,1
1.0,2.1067554179029737,0.10459349643082926,1
1.0,2.1174160868009215,0.10406363805932038,1
1.0,2.1281307011452113,0.10353227505644595,1
1.0,2.138899533912258,0.10299942901226773,1
1.0,2.149722859459801,0.1024651218728733,1
1.0,2.1606009535338946,0.10192937594016235,1
1.0,2.1715340932759264,0.10139221387153664,1
1.0,2.1825225572296882,0.10085365867949078,1
1.0,2.193566625348468,0.1003137337311055,1
1.0,2.2046665790021795,0.09977246274743899,1
1.0,2.215822700984535,0.09922986980281653,1
1.0,2.2270352755202474,0.09868597932401689,1
1.0,2.238304588272272,0.09814081608935334,1
1.0,2.249630926349086,0.09759440522764869,1
1.0,2.2610145783120004,0.09704677221710281,1
1.0,2.272455834182513,0.09649794288405109,1
1.0,2.283954985449699,0.09594794340161293,1
1.0,2.295512325077634,0.09539680028822865,1
1.0,2.3071281475128598,0.09484454040608402,1
1.0,2.3188027486918865,0.09429119095942011,1
1.0,2.33053642604873,0.09373677949272939,1
1.0,2.3423294785224944,0.09318133388883437,1
1.0,2.3541822065649773,0.09262488236684975,1
1.0,2.3660949121483386,0.09206745348002562,1
1.0,2.3780678987727852,0.09150907611347148,1
1.0,2.3901014714743045,0.0909497794817597,1
1.0,2.402195936832437,0.09038959312640728,1
1.0,2.4143516029780865,0.08982854691323582,1
1.0,2.4265687796013693,0.08926667102960702,1
1.0,2.4388477779595066,0.08870399598153521,1
1.0,2.4511889108847527,0.0881405525906739,1
1.0,2.463592492792364,0.08757637199117681,1
1.0,2.4760588396886125,0.08701148562643246,1
1.0,2.488588269178834,0.08644592524567131,1
1.0,2.5011811004755207,0.08587972290044472,1
1.0,2.5138376544064536,0.08531291094097594,1
1.0,2.526558253422877,0.08474552201238114,1
1.0,2.5393432216077123,0.0841775890507619,1
1.0,2.552192884683818,0.0836091452791663,1
1.0,2.565107570022278,0.08304022420342112,1
1.0,2.5780876066507568,0.0824708596078312,1
1.0,2.591133325261873,0.0819010855507493,1
1.0,2.6042450582216254,0.08133093636001408,1
1.0,2.617423139577862,0.08076044662825589,1
1.0,2.63066790506879,0.08018965120807185,1
1.0,2.6439796921315293,0.0796185852070683,1
1.0,2.6573588399107098,0.07904728398277175,1
1.0,2.6708056892671106,0.07847578313740847,1
1.0,2.6843205827863463,0.07790411851255152,1
1.0,2.6979038647875937,0.07733232618363758,1
1.0,2.7115558813323632,0.07676044245435158,1
1.0,2.7252769802333177,0.07618850385088059,1
1.0,2.7390675110631304,0.07561654711603806,1
1.0,2.7529278251633955,0.07504460920325673,1
1.0,2.766858275653578,0.07447272727045298,1
1.0,2.78085921744,0.0739009386737621,1
1.0,2.7949310072249025,0.07332928096114488,1
1.0,2.8090740035155166,0.07275779186586676,1
1.0,2.823288566633204,0.07218650929985074,1
1.0,2.837575058722636,0.07161547134690394,1
1.0,2.8519338437610187,0.07104471625581965,1
1.0,2.8663652875673673,0.07047428243335506,1
1.0,2.8808697578118267,0.06990420843708668,1
1.0,2.895447624025036,0.0693345329681443,1
1.0,2.9100992576075453,0.06876529486382417,1
1.0,2.9248250318392777,0.06819653309008383,1
1.0,2.939625321889038,0.06762828673391935,1
1.0,2.9545005048240727,0.06706059499562583,1
1.0,2.9694509596196754,0.06649349718094519,1
1.0,2.9844770671688416,0.06592703269309948,1
1.0,2.9995792102919774,0.06536124102471409,1
1.0,3.0147577737466382,0.06479616174963257,1
1.0,3.0300131442373517,0.0642318345146225,1
1.0,3.0453457104254555,0.06366829903097786,1
1.0,3.060755862939005,0.06310559506601755,1
1.0,3.0762439943827227,0.06254376243448308,1
1.0,3.091810499348002,0.06198284098983781,1
1.0,3.1074557744229585,0.06142287061546982,1
1.0,3.123180218202538,0.060863891215800735,1
1.0,3.138984231298666,0.060305942707303474,1
1.0,3.1548682163504593,0.059749065009431286,1
1.0,3.1708325780344793,0.059193298035460334,1
1.0,3.1868777230750456,0.05863868168324934,1
1.0,3.2030040602545964,0.058085255825918704,1
1.0,3.2192120004241036,0.05753306030245215,1
1.0,3.23550195651354,0.056982134908223424,1
1.0,3.2518743435424025,0.0564325193854524,1
1.0,3.2683295786302726,0.055884253413592475,1
1.0,3.284868081007463,0.0553373765996529,1
1.0,3.3014902720256853,0.05479192846845939,1
1.0,3.318196575168788,0.054247948452857526,1
1.0,3.3349874160635467,0.05370547588386016,1
1.0,3.351863222490505,0.05316454998074453,1
1.0,3.3688244243948757,0.05262520984110172,1
1.0,3.3858714538974946,0.0520874944308422,1
1.0,3.403004745305827,0.05155144257416187,1
1.0,3.420224735125035,0.05101709294347179,1
1.0,3.437531862069098,0.05048448404929565,1
1.0,3.4549265670719893,0.04995365423013981,1
1.0,3.4724092932989095,0.049424641642338694,1
1.0,3.4899804861575774,0.04889748424988095,1
1.0,3.5076405933095782,0.04837221981421971,1
1.0,3.525390064681768,0.04784888588407169,1
1.0,3.5432293524777405,0.0473275197852093,1
1.0,3.5611589111893323,0.04680815861025094,1
1.0,3.5791791976082252,0.04629083920845185,1
1.0,3.5972906708375687,0.045775598175503016,1
1.0,3.6154937923036803,0.04526247184334021,1
1.0,3.6337890257678005,0.04475149626996943,1
1.0,3.65217683733791,0.044242707229312166,1
1.0,3.6706576954806027,0.04373614020107647,1
1.0,3.6892320710330213,0.04323183036065763,1
1.0,3.7079004372148545,0.04272981256907384,1
1.0,3.7266632696403907,0.0422301213629415,1
1.0,3.7455210463306368,0.041732790944495134,1
1.0,3.764474247725496,0.04123785517165684,1
1.0,3.7835233566960094,0.040745347548160296,1
1.0,3.8026688585566557,0.04025530121373437,1
1.0,3.8219112410777183,0.03976774893435121,1
1.0,3.8412509944977136,0.039282723092543784,1
1.0,3.8606886115358674,0.0388002556777988,1
1.0,3.880224587404689,0.03832037827702844,1
1.0,3.8998594198225747,0.037843122065127695,1
1.0,3.9195936090264905,0.03736851779562171,1
1.0,3.9394276577847163,0.03689659579140803,1
1.0,3.959362071409656,0.036427385935599146,1
1.0,3.979397357770712,0.035960917662470684,1
1.0,3.999534027307221,0.035497219948520016,1
1.0,4.0,0.035486550346922476,1
1.0,4.019772593041462,0.035036321303640434,0
1.0,4.040113570591726,0.03457824976241625,0
1.0,4.060557478185449,0.034123032875543864,0
1.0,4.08110483667242,0.03367069770138339,0
1.0,4.101756169538048,0.033221270797646744,0
1.0,4.122512002916697,0.03277477821322653,0
1.0,4.143372865605094,0.03233124548017092,0
1.0,4.164339289075804,0.03189069760580968,0
1.0,4.185411807490753,0.03145315906503626,0
1.0,4.206590957714861,0.031018653792750112,0
1.0,4.2278772793297055,0.030587205176465286,0
1.0,4.249271314647271,0.030158836049089317,0
1.0,4.270773608723768,0.029733568681877046,0
1.0,4.292384709373514,0.029311424777564595,0
1.0,4.314105167182895,0.028892425463687782,0
1.0,4.335935535524389,0.02847659128608921,0
1.0,4.357876370570673,0.028063942202619475,0
1.0,4.379928231308778,0.027654497577035694,0
1.0,4.402091679554343,0.027248276173102735,0
1.0,4.424367279965924,0.026845296148900532,0
1.0,4.446755600059379,0.02644557505134225,0
1.0,4.469257210222326,0.026049129810907238,0
1.0,4.491872683728676,0.025655976736592402,0
1.0,4.514602596753247,0.025266131511086105,0
1.0,4.537447528386417,0.024879609186169,0
1.0,4.560408060648908,0.024496424178343613,0
1.0,4.583484778506599,0.024116590264698597,0
1.0,4.606678269885433,0.0237401205790093,0
1.0,4.629989125686389,0.023367027608078718,0
1.0,4.653417939800546,0.022997323188322007,0
1.0,4.676965309124206,0.0226310185025972,0
1.0,4.700631833574107,0.022268124077285675,0
1.0,4.724418116102702,0.02190864977962465,0
1.0,4.748324762713522,0.02155260481529464,0
1.0,4.772352382476619,0.02119999772626425,0
1.0,4.796501587544076,0.020850836388894796,0
1.0,4.820772993165611,0.020505128012306993,0
1.0,4.845167217704244,0.020162879137011553,0
1.0,4.869684882652058,0.019824095633805806,0
1.0,4.894326612646027,0.01948878270293832,0
1.0,4.919093035483938,0.019156944873542442,0
1.0,4.943984782140364,0.018828586003341218,0
1.0,4.969002486782773,0.018503709278623624,0
1.0,4.994146786787659,0.01818231721449465,0
1.0,5.019418322756788,0.01786441165539909,0
1.0,5.044817738533522,0.01754999377592039,0
1.0,5.070345681219215,0.017239064081854785,0
1.0,5.096002801189705,0.016931622411561452,0
1.0,5.1217897521118845,0.016627667937588433,0
1.0,5.147707190960347,0.016327199168575123,0
1.0,5.173755778034131,0.01603021395143029,0
1.0,5.1999361769735435,0.015736709473786067,0
1.0,5.226249054777059,0.015446682266726826,0
1.0,5.252695081818323,0.015160128207792806,0
1.0,5.279274931863224,0.014877042524256954,0
1.0,5.305989282087063,0.014597419796674498,0
1.0,5.332838813091809,0.014321253962703657,0
1.0,5.359824208923417,0.014048538321196256,0
1.0,5.386946157089291,0.013779265536556033,0
1.0,5.4142053485757735,0.013513427643363754,0
1.0,5.441602477865758,0.013251016051266409,0
1.0,5.469138242956384,0.012992021550128196,0
1.0,5.4968133453768155,0.012736434315441582,0
1.0,5.524628490206116,0.012484243913995073,0
1.0,5.552584386091211,0.012235439309795416,0
1.0,5.580681745264947,0.011990008870240963,0
1.0,5.608921283564229,0.011747940372543323,0
1.0,5.637303720448265,0.011509221010393617,0
1.0,5.66582977901689,0.011273837400870223,0
1.0,5.694500186028993,0.011041775591583848,0
1.0,5.723315671921031,0.010813021068056327,0
1.0,5.752276970825637,0.010587558761329177,0
1.0,5.781384820590331,0.010365373055797248,0
1.0,5.810639962796294,0.01014644779726369,0
1.0,5.840043142777298,0.00993076630121076,0
1.0,5.869595109638668,0.009718311361282705,0
1.0,5.899296616276375,0.009509065257975178,0
1.0,5.9291484193962205,0.00930300976752616,0
1.0,5.959151279533109,0.009100126171003513,0
1.0,5.989305961070428,0.008900395263583338,0
1.0,6.019613232259521,0.008703797364013856,0
1.0,6.050073865239263,0.008510312324259127,0
1.0,6.080688636055727,0.0083199195393167,0
1.0,6.11145832468196,0.00813259795720327,0
1.0,6.142383715037853,0.007948326089102247,0
1.0,6.173465595010112,0.00776708201966707,0
1.0,6.2047047564723306,0.007588843417473821,0
1.0,6.236101995305168,0.007413587545616817,0
1.0,6.267658111416628,0.007241291272440366,0
1.0,6.299373908762415,0.007071931082400561,0
1.0,6.331250195366454,0.00690548308704939,0
1.0,6.363287783341452,0.006741923036135299,0
1.0,6.395487488909592,0.006581226328812653,0
1.0,6.427850132423332,0.006423368024953168,0
1.0,6.4603765383863,0.00626832285655223,0
1.0,6.493067535474307,0.006116065239222806,0
1.0,6.525923956556449,0.005966569283769994,0
1.0,6.558946638716338,0.005819808807838344,0
1.0,6.59213642327342,0.0056757573476251535,0
1.0,6.625494155804409,0.005534388169651937,0
1.0,6.659020686164837,0.005395674282586762,0
1.0,6.692716868510698,0.005259588449109914,0
1.0,6.726583561320213,0.005126103197815442,0
1.0,6.760621627415704,0.004995190835140959,0
1.0,6.794831933985568,0.0048668234573182164,0
1.0,6.829215352606388,0.0047409729623368235,0
1.0,6.8637727592651006,0.00461761106191382,0
1.0,6.898505034381362,0.0044967092934610495,0
1.0,6.933413062829946,0.00437823903204336,0
1.0,6.968497733963299,0.004262171502319871,0
1.0,7.003759941634197,0.004148477790460757,0
1.0,7.039200584218514,0.004037128856032359,0
1.0,7.074820564638117,0.003928095543842995,0
1.0,7.110620790383862,0.003821348595742298,0
1.0,7.1466021735387235,0.003716858662366755,0
1.0,7.182765630801023,0.0036145963148241705,0
1.0,7.219112083507786,0.0035145320563100607,0
1.0,7.2556424576582215,0.003416636333648774,0
1.0,7.292357683937302,0.0033208795487524247,0
1.0,7.329258697739485,0.0032272320699907836,0
1.0,7.366346439192538,0.003135664243465297,0
1.0,7.403621853181502,0.0030461464041805684,0
1.0,7.4410858893727285,0.0029586488871067946,0
1.0,7.478739502238125,0.002873142038126566,0
1.0,7.516583651079438,0.0027895962248598656,0
1.0,7.554619300052705,0.002707981847361005,0
1.0,7.592847418192814,0.0026282693486814114,0
1.0,7.631268979438192,0.002550429225292415,0
1.0,7.6698849626556225,0.0024744320373621897,0
1.0,7.708696351665178,0.0024002484188813096,0
1.0,7.747704135265289,0.00232784908763139,0
1.0,7.786909307257935,0.0022572048549915806,0
1.0,7.8263128664739625,0.0021882866355777304,0
1.0,7.865915816798531,0.0021210654567092742,0
1.0,7.905719167196694,0.0020555124676990984,0
1.0,7.945723931739099,0.0019915989489617176,0
1.0,7.985931129627826,0.0019292963209354267,0
1.0,8.026341785222359,0.0018685761528140783,0
1.0,8.066956928065656,0.001809410171084629,0
1.0,8.107777592910423,0.001751770267866374,0
1.0,8.148804819745447,0.0016956285090484495,0
1.0,8.190039653822094,0.0016409571422220236,0
1.0,8.231483145680949,0.001587728604403954,0
1.0,8.273136351178572,0.0015359155295489252,0
1.0,8.315000331514401,0.0014854907558471584,0
1.0,8.35707615325779,0.0014364273328051564,0
1.0,8.399364888375175,0.0013886985281069885,0
1.0,8.441867614257397,0.0013422778342539836,0
1.0,8.48458541374714,0.0012971389749808198,0
1.0,8.52751937516652,0.0012532559114462314,0
1.0,8.570670592344817,0.0012106028481967863,0
1.0,8.61404016464634,0.001169154238902372,0
1.0,8.657629196998432,0.0011288847918623226,0
1.0,8.701438799919636,0.0010897694752811332,0
1.0,8.745470089547949,0.0010517835223132746,0
1.0,8.789724187669304,0.0010149024358763635,0
1.0,8.83420222174613,0.0009791019932326075,0
1.0,8.878905324946071,0.0009443582503383869,0
1.0,8.923834636170861,0.0009106475459620857,0
1.0,8.968991300085342,0.000877946505570554,0
1.0,9.014376467146624,0.0008462320449847322,0
1.0,9.059991293633392,0.000815481373805206,0
1.0,9.105836941675372,0.0007856719986086163,0
1.0,9.151914579282936,0.0007567817259160983,0
1.0,9.198225380376853,0.0007287886649350648,0
1.0,9.244770524818207,0.0007016712300758834,0
1.0,9.291551198438448,0.0006754081432451545,0
1.0,9.338568593069612,0.0006499784359174756,0
1.0,9.385823906574672,0.0006253614509878038,0
1.0,9.433318342878072,0.000601536844406619,0
1.0,9.481053111996399,0.0005784845866003563,0
1.0,9.529029430069173,0.0005561849636796824,0
1.0,9.577248519389888,0.0005346185784383072,0
1.0,9.625711608437124,0.0005137663511453351,0
1.0,9.674419931905836,0.0004936095201341281,0
1.0,9.72337473073883,0.00047412964219091937,0
1.0,9.772577252158358,0.0004553085927464924,0
1.0,9.822028749697916,0.00043712856587442924,0
1.0,9.87173048323416,0.0004195720740995077,0
1.0,9.92168371901902,0.0004026219480199794,0
1.0,9.971889729711949,0.00038626133574758327,0
1.0,10.022349794412351,0.0003704737021692392,0
1.0,10.073065198692168,0.00035524282803448535,0
1.0,10.124037234628636,0.0003405528088728177,0
1.0,10.175267200837197,0.0003263880537451989,0
1.0,10.226756402504588,0.0003127332838340523,0
1.0,10.278506151422102,0.0002995735308761863,0
1.0,10.33051776601897,0.0002868941354431377,0
1.0,10.382792571396006,0.00027468074507347554,0
1.0,10.435331899359337,0.0002629193122617319,0
1.0,10.488137088454327,0.00025159609230860546,0
1.0,10.541209483999697,0.0002406976410371795,0
1.0,10.594550438121788,0.00023021081237992974,0
1.0,10.648161309789012,0.00022012275584132012,0
1.0,10.702043464846476,0.00021042091384083317,0
1.0,10.756198276050778,0.00020109301894129128,0
1.0,10.81062712310498,0.00019212709096735,0
1.0,10.865331392693765,0.0001835114340190488,0
1.0,10.920312478518756,0.00017523463338532403,0
1.0,10.975571781334029,0.00016728555236236733,0
1.0,11.0311107089818,0.0001596533289817262,0
1.0,11.08693067642829,0.00015232737265301617,0
1.0,11.143033105799791,0.0001452973607261049,0
1.0,11.199419426418844,0.00013855323497760782,0
1.0,11.256091074840727,0.00013208519802647862,0
1.0,11.313049494890011,0.00012588370968349486,0
1.0,11.370296137697352,0.00011993948323934367,0
1.0,11.427832461736458,0.00011424348169600952,0
1.0,11.485659932861253,0.00010878691394608746,0
1.0,11.543780024343226,0.00010356123090461495,0
1.0,11.60219421690895,9.855812159793779e-05,0
1.0,11.660903998777824,9.376950921407244e-05,0
1.0,11.719910865699978,8.91875471189567e-05,0
1.0,11.779216320994381,8.480461484290928e-05,0
1.0,11.838821875587149,8.061331404154179e-05,0
1.0,11.898729048050027,7.660646443529184e-05,0
1.0,11.958939364639088,7.27770997316588e-05,0
1.0,12.01945435933361,6.911846353413788e-05,0
1.0,12.080275573875173,6.562400524176443e-05,0
1.0,12.14140455780689,6.228737594308346e-05,0
1.0,12.202842868512958,5.910242430825879e-05,0
1.0,12.264592071258283,5.6063192482960663e-05,0
1.0,12.326653739228373,5.316391198754158e-05,0
1.0,12.389029453569417,5.0398999624931104e-05,0
1.0,12.451720803428573,4.7763053400566646e-05,0
1.0,12.514729385994448,4.525084845757371e-05,0
1.0,12.57805680653779,4.285733303030255e-05,0
1.0,12.64170467845239,4.057762441921878e-05,0
1.0,12.705674623296185,3.8407004990038785e-05,0
1.0,12.769968270832567,3.634091819988551e-05,0
1.0,12.834587259071911,3.437496465313501e-05,0
1.0,12.8995332343133,3.250489818950687e-05,0
1.0,12.964807851186468,3.0726622006843896e-05,0
1.0,13.030412772693962,2.9036184820910757e-05,0
1.0,13.096349670253506,2.7429777064431882e-05,0
1.0,13.162620223740593,2.590372712747379e-05,0
1.0,13.229226121531237,2.445449764116916e-05,0
1.0,13.296169060545063,2.307868180666197e-05,0
1.0,13.36345074628849,2.1772999771051185e-05,0
1.0,13.431072892898191,2.0534295051993665e-05,0
1.0,13.499037223184766,1.9359531012519446e-05,0
1.0,13.567345468676638,1.82457873875078e-05,0
1.0,13.63599936966416,1.7190256863162142e-05,0
1.0,13.705000675243957,1.6190241710718917e-05,0
1.0,13.774351143363488,1.5243150475521632e-05,0
1.0,13.844052540865828,1.4346494722488391e-05,0
1.0,13.914106643534694,1.3497885838902184e-05,0
1.0,13.984515236139673,1.2695031895354069e-05,0
1.0,14.055280112481697,1.1935734565573295e-05,0
1.0,14.126403075438747,1.1217886105784027e-05,0
1.0,14.197885937011785,1.0539466394136746e-05,0
1.0,14.269730518370928,9.898540030671357e-06,0
1.0,14.34193864990179,9.293253498183583e-06,0
1.0,14.414512171252204,8.721832384277772e-06,0
1.0,14.487452931379034,8.182578664810815e-06,0
1.0,14.560762788595287,7.673868048848702e-06,0
1.0,14.634443610617469,7.194147385180347e-06,0
1.0,14.708497274613157,6.741932130359577e-06,0
1.0,14.782925667248833,6.315803878172512e-06,0
1.0,14.857730684737945,5.914407950359527e-06,0
1.0,14.932914232889223,5.5364510483527474e-06,0
1.0,15.008478227155223,5.180698965727495e-06,0
1.0,15.084424592681138,4.84597436100381e-06,0
1.0,15.160755264353838,4.531154590376298e-06,0
1.0,15.237472186851171,4.235169599894911e-06,0
1.0,15.314577314691498,3.956999876566127e-06,0
1.0,15.392072612283497,3.6956744577942603e-06,0
1.0,15.469960053976227,3.450268998535109e-06,0
1.0,15.548241624109355,3.2199038954899697e-06,0
1.0,15.626919317063818,3.003742467625287e-06,0
1.0,15.705995137312563,2.8009891922656775e-06,0
1.0,15.78547109947163,2.610887995970014e-06,0
1.0,15.865349228351489,2.4327205993674085e-06,0
1.0,15.94563155900861,2.2658049150984957e-06,0
1.0,16.026320136797324,2.1094934979785656e-06,0
1.0,16.107417017421927,1.9631720464732154e-06,0
1.0,16.188924266989048,1.8262579545533121e-06,0
1.0,16.270843962060304,1.6981989129747411e-06,0
1.0,16.35317818970518,1.5784715590096342e-06,0
1.0,16.43592904755422,1.4665801736388304e-06,0
1.0,16.51909864385247,1.3620554252011475e-06,0
1.0,16.602689097513174,1.26445315848247e-06,0
1.0,16.686702538171765,1.1733532282177601e-06,0
1.0,16.771141106240144,1.0883583759705752e-06,0
1.0,16.856006952961145,1.0090931493488688e-06,0
1.0,16.94130224046343,9.352028625109832e-07,0
1.0,17.027029141816513,8.663525969138503e-07,0
1.0,17.113189841086147,8.022262412540654e-07,0
1.0,17.199786533389965,7.42525569553703e-07,0
1.0,17.286821424953395,6.869693563451836e-07,0
1.0,17.374296733165878,6.352925279133353e-07,0
1.0,17.462214686637356,5.872453485584533e-07,0
1.0,17.550577525255054,5.425926408507822e-07,0
1.0,17.639387500240545,5.011130388550518e-07,0
1.0,17.7286468742071,4.62598273312989e-07,0
1.0,17.818357921217334,4.2685248778217686e-07,0
1.0,17.90852292684115,3.936915847412088e-07,0
1.0,17.999144188213958,3.629426006836207e-07,0
1.0,18.090224014095202,3.3444310923655446e-07,0
1.0,18.181764724927188,3.0804065135445955e-07,0
1.0,18.27376865289421,2.8359219165328345e-07,0
1.0,18.366238141981896,2.609635999664584e-07,0
1.0,18.45917554803704,2.40029157220479e-07,0
1.0,18.552583238827555,2.2067108474510163e-07,0
1.0,18.64646359410279,2.0277909615072782e-07,0
1.0,18.740819005654185,1.862499709237504e-07,0
1.0,18.8356518773762,1.7098714890916663e-07,0
1.0,18.930964625327544,1.5690034486869037e-07,0
1.0,19.026759677792754,1.43905182321785e-07,0
1.0,19.12303947534404,1.3192284589654557e-07,0
1.0,19.219806470903475,1.2087975143699584e-07,0
1.0,19.31706312980548,1.1070723313321282e-07,0
1.0,19.41481192985964,1.013412469606032e-07,0
1.0,19.513055361413823,9.272208973465742e-08,0
1.0,19.611795927417646,8.479413310751304e-08,0
1.0,19.711036143486215,7.750557185264159e-08,0
1.0,19.81077853796426,7.080818580390277e-08,0
1.0,19.911025651990446,6.465711483505148e-08,0
1.0,20.01178003956226,5.9010646285451974e-08,0
1.0,20.113044267600984,5.383001425734763e-08,0
1.0,20.2148209160171,4.907921022932847e-08,0
1.0,20.31711257777605,4.472480444979911e-08,0
1.0,20.419921858964276,4.0735777593129455e-08,0
1.0,20.523251378855612,3.7083362179782715e-08,0
1.0,20.62710376997803,3.3740893280040765e-08,0
1.0,20.7314816781807,3.068366803896791e-08,0
1.0,20.836387762701392,2.7888813577936875e-08,0
1.0,20.941824696234242,2.533516284538473e-08,0
1.0,21.047795164997837,2.3003138006453265e-08,0
1.0,21.154301868803646,2.0874640977776024e-08,0
1.0,21.2613475211248,1.8932950729907394e-08,0
1.0,21.36893484916525,1.7162626995722027e-08,0
1.0,21.47706659392923,1.5549420038551875e-08,0
1.0,21.585745510291034,1.408018614885424e-08,0
1.0,21.69497436706532,1.2742808552815092e-08,0
1.0,21.804755947077567,1.1526123430501456e-08,0
1.0,21.91509304723499,1.041985075494117e-08,0
1.0,22.025988478597803,9.414529676875181e-09,0
1.0,22.13744506645083,8.501458192858404e-09,0
1.0,22.249465650375495,7.67263684690038e-09,0
1.0,22.362053084322156,6.920716227931048e-09,0
1.0,22.475210236682816,6.238948037054192e-09,0
1.0,22.588939990364207,5.621139509813551e-09,0
1.0,22.70324524286124,5.061610989551404e-09,0
1.0,22.818128906330806,4.5551564583865075e-09,0
1.0,22.933593907665998,4.097006842388324e-09,0
1.0,23.04964318857065,3.682795917180256e-09,0
1.0,23.166279705634306,3.3085286494736918e-09,0
1.0,23.283506430407535,2.970551818925537e-09,0
1.0,23.401326349477653,2.6655267732299743e-09,0
1.0,23.519742464544738,2.3904041775108724e-09,0
1.0,23.63875779249823,2.142400626880274e-09,0
1.0,23.7583753654937,1.918976998483919e-09,0
1.0,23.878598231030125,1.7178184264693773e-09,0
1.0,23.99942945202754,1.536815790101695e-09,0
1.0,24.120872106905058,1.374048611720864e-09,0
1.0,24.242929289659294,1.2277692673956163e-09,0
1.0,24.365604109943213,1.0963884189891871e-09,0
1.0,24.488899693145335,9.784615819234898e-10,0
1.0,24.612819180469376,8.726767482190483e-10,0
1.0,24.737365729014257,7.778429894085724e-10,0
1.0,24.862542511854556,6.928799686816652e-10,0
1.0,24.98835271812134,6.168082961270691e-10,0
1.0,25.11479955308341,5.487406652058781e-10,0
1.0,25.24188623822898,4.878737126245321e-10,0
1.0,25.369616011347745,4.334805475889322e-10,0
1.0,25.497992126613305,3.8490390002018893e-10,0
1.0,25.627017854666196,3.4154984070712257e-10,0
1.0,25.75669648269713,3.0288202957024926e-10,0
1.0,25.887031314530763,2.6841645122403245e-10,0
1.0,26.018025670709857,2.377165998586755e-10,0
1.0,26.1496828885799,2.103890781267103e-10,0
1.0,26.282006322374112,1.860795772220005e-10,0
1.0,26.414999343298913,1.64469207686905e-10,0
1.0,26.548665339619795,1.452711526850941e-10,0
1.0,26.683007716747667,1.2822761754021979e-10,0
1.0,26.8180298973256,1.1310705127141531e-10,0
1.0,26.95373532131603,9.970161766238804e-11,0
1.0,27.090127446088392,8.782489508835333e-11,0
1.0,27.227209746507217,7.730978590059638e-11,0
1.0,27.364985715020644,6.800661763830892e-11,0
1.0,27.50345886174944,5.978141970736297e-11,0
1.0,27.64263271457631,5.251436044167254e-11,0
1.0,27.782510819235945,4.6098330650050147e-11,0
1.0,27.923096739405235,4.043766085542339e-11,0
1.0,28.06439405679411,3.5446960458698695e-11,0
1.0,28.20640637123677,3.1050068011383627e-11,0
1.0,28.34913730078342,2.717910266377167e-11,0
1.0,28.492590481792412,2.377360767337277e-11,0
1.0,28.636769569022935,2.0779777615478203e-11,0
1.0,28.78167823572809,1.8149761638173934e-11,0
1.0,28.92732017374849,1.5841035751456102e-11,0
1.0,29.07369909360632,1.381583773788212e-11,0
1.0,29.220818724599848,1.2040658823726704e-11,0
1.0,29.36868281489847,1.0485786758039582e-11,0
1.0,29.517295131638175,9.124895415295662e-12,0
1.0,29.66665946101753,7.93467646827822e-12,0
