curve,d,kappa,n_s,alpha_s,ln_S_R
fit,0.3,8.124084577862973e-06,0.932111867990101,-0.01938702380553836,
fit,0.3,8.361915304916318e-06,0.9315502653794985,-0.019539742229322365,
fit,0.3,8.606708472376158e-06,0.9309842405333818,-0.01969354482679489,
fit,0.3,8.858667904100832e-06,0.9304137620884569,-0.01984843741024442,
fit,0.3,9.11800339084568e-06,0.9298387985129081,-0.020004425603174836,
fit,0.3,9.384930864942721e-06,0.9292593181007524,-0.02016151571411967,
fit,0.3,9.659672580093843e-06,0.928675288976625,-0.02031971354436249,
fit,0.3,9.942457296427399e-06,0.9280866790915997,-0.020479024746370894,
fit,0.3,1.0233520470972576e-05,0.9274934562244773,-0.020639455912203286,
fit,0.3,1.053310445370936e-05,0.926895587982297,-0.020801012488074422,
fit,0.3,1.084145868935835e-05,0.9262930417996698,-0.020963700895956977,
fit,0.3,1.1158839925077481e-05,0.9256857849381955,-0.02112752655728986,
fit,0.3,1.1485512424239369e-05,0.9250737844858724,-0.021292496253613735,
fit,0.3,1.1821748186466723e-05,0.9244570073591879,-0.02145861529633203,
fit,0.3,1.216782717410923e-05,0.9238354202989676,-0.021625889763745354,
fit,0.3,1.2524037545350718e-05,0.9232089898745842,-0.021794326179178536,
fit,0.3,1.2890675894140244e-05,0.9225776824840409,-0.02196393040204131,
fit,0.3,1.3268047497147244e-05,0.921941464346055,-0.022134707582983415,
fit,0.3,1.3656466567946097e-05,0.9213003015099707,-0.022306664998153536,
fit,0.3,1.4056256518642135e-05,0.9206541598514356,-0.022479807894864867,
fit,0.3,1.446775022915648e-05,0.9200030050694984,-0.022654142688822265,
fit,0.3,1.4891290324394086e-05,0.9193468026923052,-0.022829674863840466,
fit,0.3,1.5327229459526118e-05,0.9186855180719998,-0.023006411198200405,
fit,0.3,1.5775930613623614e-05,0.9180191163874761,-0.023184357201860184,
fit,0.3,1.623776739188721e-05,0.9173475626433438,-0.02336351890797067,
fit,0.3,1.671312433672486e-05,0.9166708216709883,-0.023543902487351387,
fit,0.3,1.720239724793599e-05,0.9159888581254366,-0.02372551431885217,
fit,0.3,1.770599351226898e-05,0.9153016364913279,-0.02390835982420675,
fit,0.3,1.8224332442626647e-05,0.9146091210749576,-0.024092445187455735,
fit,0.3,1.875784562720161e-05,0.913911276011406,-0.02427777645521989,
fit,0.3,1.9306977288832496e-05,0.9132080652603941,-0.024464360016364317,
fit,0.3,1.9872184654880534e-05,0.912499452608623,-0.024652201596580825,
fit,0.3,2.0453938337933903e-05,0.9117854016681154,-0.024841307516837552,
fit,0.3,2.105272272765707e-05,0.9110658758761142,-0.025031683194972232,
fit,0.3,2.166903639411181e-05,0.910340838496808,-0.025223335275402325,
fit,0.3,2.230339250288494e-05,0.9096102526213666,-0.02541626939257763,
fit,0.3,2.2956319242369097e-05,0.9088740811663323,-0.025610491864066665,
fit,0.3,2.3628360263551753e-05,0.908132286873701,-0.025806008608391162,
fit,0.3,2.432007513267945e-05,0.9073848323132582,-0.026002825351689907,
fit,0.3,2.5032039797173254e-05,0.9066316798809506,-0.02620094842435372,
fit,0.3,2.5764847065183745e-05,0.9058727917990345,-0.026400383470410682,
fit,0.3,2.651910709918535e-05,0.9051081301174104,-0.02660113717296203,
fit,0.3,2.729544792402007e-05,0.9043376567120589,-0.026803214919152607,
fit,0.3,2.809451594981406e-05,0.903561333285437,-0.02700662286603389,
fit,0.3,2.8916976510202966e-05,0.9027791213684591,-0.027211367156740274,
fit,0.3,2.9763514416313192e-05,0.901990982319336,-0.027417453693612148,
fit,0.3,3.063483452696084e-05,0.9011968773232217,-0.02762488830976445,
fit,0.3,3.1531662335543616e-05,0.9003967673937273,-0.02783367712839252,
fit,0.3,3.245474457411325e-05,0.8995906133723185,-0.02804382567179936,
fit,0.3,3.340484983513244e-05,0.8987783759269984,-0.028255340700650722,
fit,0.3,3.438276921143307e-05,0.8979600155555344,-0.028468227665494672,
fit,0.3,3.5389316954909844e-05,0.8971354925843436,-0.028682492460635645,
fit,0.3,3.642533115449638e-05,0.8963047671703089,-0.028898141113450238,
fit,0.3,3.749167443398886e-05,0.8954677992927934,-0.029115179751669662,
fit,0.3,3.8589234670298994e-05,0.8946245487681687,-0.029333613878950227,
fit,0.3,3.971892573273302e-05,0.8937749752387427,-0.02955344968845708,
fit,0.3,4.0881688243912894e-05,0.8929190381763169,-0.029774692911061273,
fit,0.3,4.207849036297398e-05,0.8920566968826303,-0.02999734966972417,
fit,0.3,4.331032859169001e-05,0.8911879104903303,-0.030221425550192027,
fit,0.3,4.457822860419707e-05,0.8903126379629894,-0.030446926362238058,
fit,0.3,4.58832461010084e-05,0.8894308380940599,-0.030673858706707968,
fit,0.3,4.7226467688029544e-05,0.888542469507855,-0.03090222770508877,
fit,0.3,4.8609011781306306e-05,0.8876474906616411,-0.031132039470260164,
fit,0.3,5.003202953825999e-05,0.8867458598423763,-0.0313632995233456,
fit,0.3,5.149670581618343e-05,0.8858375351704838,-0.03159601416428748,
fit,0.3,5.300426015879673e-05,0.8849224745967312,-0.03183018881383637,
fit,0.3,5.4555947811685143e-05,0.8840006359071575,-0.032065829366239196,
fit,0.3,5.6153060767462665e-05,0.8830719767167752,-0.032302941742196334,
fit,0.3,5.7796928841533134e-05,0.8821364544779137,-0.03254153138909743,
fit,0.3,5.948892077934331e-05,0.8811940264743958,-0.0327816047918853,
fit,0.3,6.123044539605177e-05,0.8802446498234516,-0.03302316663031907,
fit,0.3,6.302295274956024e-05,0.879288281475905,-0.03326622381319416,
fit,0.3,6.486793534788508e-05,0.8783248782202074,-0.033510781350132024,
fit,0.3,6.676692939187557e-05,0.8773543966740732,-0.033756844924241025,
fit,0.3,6.872151605431122e-05,0.8763767932948632,-0.034004420766237,
fit,0.3,7.073332279644439e-05,0.8753920243733647,-0.03425351406097232,
fit,0.3,7.280402472308562e-05,0.8744000460374954,-0.03450413079845571,
fit,0.3,7.493534597735756e-05,0.8734008142483483,-0.034756276390120966,
fit,0.3,7.712906117627993e-05,0.872394284806513,-0.03500995698137205,
fit,0.3,7.938699688838223e-05,0.8713804133457739,-0.03526517773400151,
fit,0.3,8.171103315457187e-05,0.8703591553407029,-0.0355219443664016,
fit,0.3,8.410310505352605e-05,0.8693304660984656,-0.03578026264270384,
fit,0.3,8.656520431290936e-05,0.8682943007684454,-0.03604013835991876,
fit,0.3,8.909938096776098e-05,0.8672506143352257,-0.03630157684490204,
fit,0.3,9.170774506742931e-05,0.8661993616201737,-0.036564584053780436,
fit,0.3,9.439246843247663e-05,0.8651404972872333,-0.03682916507664741,
fit,0.3,9.715578646301848e-05,0.8640739758346788,-0.037095325958921344,
fit,0.3,0.0001,0.8629997516025074,-0.03736307192052035,
numerical,0.35,1e-09,0.9983424230512963,-0.0006164781073660919,46.260308905455254
numerical,0.35,1.333521432163324e-09,0.998158378771032,-0.0006647246625695047,46.259805662960154
numerical,0.35,1.7782794100389228e-09,0.9979585810707006,-0.0007254857156411276,46.259247267649165
numerical,0.35,2.3713737056616553e-09,0.9977397395205685,-0.0007968567395000292,46.25862869875224
numerical,0.35,3.1622776601683795e-09,0.9974989287526861,-0.00087809849905085,46.25794404865505
numerical,0.35,4.216965034285823e-09,0.9972333138295304,-0.0009692588778227318,46.25718658667473
numerical,0.35,5.623413251903491e-09,0.9969399886596517,-0.001070752707767575,46.25634875797488
numerical,0.35,7.498942093324558e-09,0.9966158718593676,-0.0011833699642176398,46.25542214910008
numerical,0.35,1e-08,0.9962576268776218,-0.001308079485173863,46.25439742388899
numerical,0.35,1.333521432163324e-08,0.9958616076046858,-0.001446059867844518,46.25326424299169
numerical,0.35,1.7782794100389228e-08,0.9954238103328983,-0.0015986169592761001,46.25201116680205
numerical,0.35,2.371373705661655e-08,0.9949398269148193,-0.001767256379627824,46.2506255467664
numerical,0.35,3.162277660168379e-08,0.9944047959862745,-0.001953620845124071,46.24909340109576
numerical,0.35,4.2169650342858225e-08,0.993813356072689,-0.002159548098232378,46.2473992782726
numerical,0.35,5.6234132519034905e-08,0.9931595892484886,-0.002387065782088804,46.24552610484551
numerical,0.35,7.498942093324559e-08,0.9924369672540765,-0.0026383929470039647,46.2434550174465
numerical,0.35,1e-07,0.9916382874101046,-0.0029159969628294036,46.24116517856402
numerical,0.35,1.333521432163324e-07,0.990755608808366,-0.0032225485625403394,46.238633572457026
numerical,0.35,1.7782794100389227e-07,0.9897801740336551,-0.0035610531456757855,46.235834782982955
numerical,0.35,2.3713737056616554e-07,0.988702326526647,-0.003934752138034625,46.23274074532516
numerical,0.35,3.162277660168379e-07,0.9875114297031686,-0.00434722364191753,46.22932047676367
numerical,0.35,4.2169650342858225e-07,0.9861957694967978,-0.004802382340991507,46.225539780254
numerical,0.35,5.62341325190349e-07,0.9847424473898658,-0.005304546160311396,46.22136091966508
numerical,0.35,7.498942093324558e-07,0.9831372694341565,-0.00585840322235498,46.216742262310724
numerical,0.35,1e-06,0.981364627434683,-0.006469099609911488,46.21163788996236
numerical,0.35,1.333521432163324e-06,0.9794073681892019,-0.007142231322734283,46.20599717259342
numerical,0.35,1.778279410038923e-06,0.9772466519448839,-0.007883925547231385,46.19976430422986
numerical,0.35,2.3713737056616552e-06,0.9748618041203598,-0.00870081009095447,46.192877795580856
numerical,0.35,3.162277660168379e-06,0.9722301581366368,-0.009600108067044033,46.18526992431095
numerical,0.35,4.216965034285822e-06,0.9693268822165737,-0.010589639443627341,46.1768661366578
numerical,0.35,5.623413251903491e-06,0.9661248104317308,-0.011677813889594546,46.16758439966328
numerical,0.35,7.498942093324558e-06,0.9625942556811964,-0.012873742608029204,46.15733450371134
numerical,0.35,1e-05,0.958702819801966,-0.014187155318457378,46.14601730832068
numerical,0.35,1.333521432163324e-05,0.9544151990857128,-0.01562851052898928,46.133523935341934
numerical,0.35,1.778279410038923e-05,0.9496929924371997,-0.017208870685609945,46.119734903429034
numerical,0.35,2.3713737056616554e-05,0.9444945130749778,-0.018940005332803267,46.10451921087224
numerical,0.35,3.1622776601683795e-05,0.9387745992659129,-0.02083428162054002,46.08773336134256
numerical,0.35,4.216965034285822e-05,0.9324844419663867,-0.02290466139270908,46.06922033938977
numerical,0.35,5.623413251903491e-05,0.925571438425072,-0.025164530016529518,46.048808537845325
numerical,0.35,7.498942093324559e-05,0.917979070662688,-0.027627689350969042,46.026310648977756
numerical,0.35,0.0001,0.9096468161489599,-0.03030812919020498,46.00152252270339
fit,0.35,1e-09,0.9982912595136231,-0.0005972247946061113,
fit,0.35,1.0292747724096099e-09,0.9982739398523165,-0.0006032697689543265,
fit,0.35,1.0594065571188498e-09,0.998256444890908,-0.0006093756531970031,
fit,0.35,1.0904204429677525e-09,0.9982387728586053,-0.0006155432588824195,
fit,0.35,1.1223422532664196e-09,0.9982209219693304,-0.0006217728388454606,
fit,0.35,1.155198567296478e-09,0.9982028904177364,-0.0006280656741846722,
fit,0.35,1.1890167424419898e-09,0.9981846763818035,-0.0006344217962825013,
fit,0.35,1.223824936968195e-09,0.9981662780182212,-0.0006408419517021247,
fit,0.35,1.2596521334671388e-09,0.9981476934689869,-0.0006473271345619697,
fit,0.35,1.296528162989669e-09,0.9981289208548141,-0.0006538775210668049,
fit,0.35,1.334483729883841e-09,0.9981099582789742,-0.0006604941508787628,
fit,0.35,1.3735504373605121e-09,0.9980908038248284,-0.0006671774813110445,
fit,0.35,1.4137608138073614e-09,0.9980714555570168,-0.0006739282373145914,
fit,0.35,1.4551483398731967e-09,0.9980519115204499,-0.0006807470354826956,
fit,0.35,1.4977474763452001e-09,0.9980321697408611,-0.0006876344534766732,
fit,0.35,1.5415936928422734e-09,0.9980122282241668,-0.0006945913957088386,
fit,0.35,1.5867234973483145e-09,0.9979920849557624,-0.0007016188081385702,
fit,0.35,1.6331744666101668e-09,0.9979717379011775,-0.0007087167238752105,
fit,0.35,1.6809852774253655e-09,0.9979511850053626,-0.0007158863459564291,
fit,0.35,1.7301957388458909e-09,0.99793042419402,-0.0007231280980926624,
fit,0.35,1.7808468253246811e-09,0.997909453370255,-0.0007304430630720483,
fit,0.35,1.8329807108324374e-09,0.9978882704165217,-0.0007378318988868404,
fit,0.35,1.8866408039732544e-09,0.9978668731956377,-0.0007452948631087846,
fit,0.35,1.9418717841282546e-09,0.9978452595464814,-0.0007528333527437453,
fit,0.35,1.9987196386572525e-09,0.9978234272883851,-0.0007604474599156915,
fit,0.35,2.057231701189553e-09,0.9978013742183647,-0.0007681384912336595,
fit,0.35,2.117456691035712e-09,0.9977790981107514,-0.0007759071000516442,
fit,0.35,2.179444753752988e-09,0.9977565967183116,-0.0007837538907256676,
fit,0.35,2.2432475028984158e-09,0.9977338677697395,-0.0007916798280148659,
fit,0.35,2.3089180630041926e-09,0.997710908974932,-0.000799685495551203,
fit,0.35,2.376511113811078e-09,0.9976877180160173,-0.0008077721212905835,
fit,0.35,2.4460829357967956e-09,0.9976642925550152,-0.0008159398387559153,
fit,0.35,2.517691457037277e-09,0.9976406302304399,-0.0008241900233407935,
fit,0.35,2.5913963014396624e-09,0.997616728655229,-0.0008325232022284908,
fit,0.35,2.6672588383874027e-09,0.9975925854208914,-0.0008409404762667657,
fit,0.35,2.745342233838714e-09,0.9975681980929284,-0.0008494424652068008,
fit,0.35,2.825711502920833e-09,0.9975435642136127,-0.0008580298923218533,
fit,0.35,2.908433564064045e-09,0.9975186813005079,-0.0008667038997107503,
fit,0.35,2.9935772947204903e-09,0.9974935468470397,-0.0008754653700748065,
fit,0.35,3.0812135887140084e-09,0.9974681583199724,-0.0008843147648226728,
fit,0.35,3.1714154152689956e-09,0.9974425131607983,-0.0008932534214523263,
fit,0.35,3.2642578797673237e-09,0.9974166087878377,-0.0009022819905545217,
fit,0.35,3.359818286283788e-09,0.997390442591548,-0.0009114013222640046,
fit,0.35,3.4581762019523772e-09,0.9973640119369467,-0.0009206126654090763,
fit,0.35,3.559413523216862e-09,0.9973373141625629,-0.0009299165118924566,
fit,0.35,3.6636145440207234e-09,0.9973103465808144,-0.000939314052415964,
fit,0.35,3.7708660259934516e-09,0.9972831064774695,-0.0009488061284300547,
fit,0.35,3.88125727069154e-09,0.9972555911095018,-0.0009583935694439678,
fit,0.35,3.9948801939541785e-09,0.9972277977095633,-0.0009680775077372267,
fit,0.35,4.111829402435829e-09,0.9971997234793323,-0.0009778589747810006,
fit,0.35,4.23220227237928e-09,0.9971713655954186,-0.0009877388755303671,
fit,0.35,4.356099030694617e-09,0.9971427212043654,-0.000997717892402463,
fit,0.35,4.4836228384119056e-09,0.9971137874261166,-0.0010077974505782565,
fit,0.35,4.614879876576943e-09,0.9970845613503467,-0.0010179782725908328,
fit,0.35,4.7499794346614025e-09,0.9970550400373778,-0.0010282614732521674,
fit,0.35,4.8890340015614424e-09,0.9970252205201238,-0.0010386479842121304,
fit,0.35,5.032159359259999e-09,0.9969950998019449,-0.0010491390313049128,
fit,0.35,5.179474679231202e-09,0.9969646748540978,-0.0010597353941538112,
fit,0.35,5.331102621667033e-09,0.9969339426187412,-0.0010704382090350704,
fit,0.35,5.4871694376086094e-09,0.9969029000089357,-0.0010812486654663191,
fit,0.35,5.647805074067546e-09,0.9968715439054767,-0.0010921677193249518,
fit,0.35,5.813143282224713e-09,0.9968398711587284,-0.001103196399170914,
fit,0.35,5.983321728796294e-09,0.9968078785885606,-0.0011143360647065913,
fit,0.35,6.158482110660254e-09,0.9967755629809011,-0.001125587600903125,
fit,0.35,6.3387702728384874e-09,0.9967429210923978,-0.0011369517121847528,
fit,0.35,6.524336329932635e-09,0.9967099496453216,-0.0011484303543695985,
fit,0.35,6.715334791115135e-09,0.99667664533062,-0.0011600241124219857,
fit,0.35,6.911924688779365e-09,0.9966430048061975,-0.0011717343390375019,
fit,0.35,7.114269710955745e-09,0.9966090246973257,-0.0011835621428109271,
fit,0.35,7.322538337604526e-09,0.9965747015939795,-0.001195508683357915,
fit,0.35,7.536903980898543e-09,0.996540032054213,-0.001207575114964823,
fit,0.35,7.757545129612429e-09,0.9965050126014369,-0.0012197625256011278,
fit,0.35,7.984645497739078e-09,0.9964696397224495,-0.0012320723158252937,
fit,0.35,8.218394177456807e-09,0.9964339098729053,-0.0012445054972234654,
fit,0.35,8.458985796574318e-09,0.9963978194706401,-0.001257063481653534,
fit,0.35,8.706620680585118e-09,0.996361364899542,-0.0012697477423077325,
fit,0.35,8.96150501946605e-09,0.9963245425046191,-0.001282558960418765,
fit,0.35,9.223851039358457e-09,0.9962873485998734,-0.0012954987355960727,
fit,0.35,9.49387717927582e-09,0.9962497794576866,-0.0013085680299341589,
fit,0.35,9.771808272983909e-09,0.9962118313166156,-0.0013217686680969017,
fit,0.35,1.0057875736205836e-08,0.996173500376829,-0.001335101327419241,
fit,0.35,1.0352317759307377e-08,0.9961347828012951,-0.001348567787218211,
fit,0.35,1.0655379505623063e-08,0.9960956747146623,-0.0013621691979814488,
fit,0.35,1.0967313315588178e-08,0.996056172203236,-0.0013759070065511615,
fit,0.35,1.1288378916846883e-08,0.9960162713141143,-0.0013897823895172318,
fit,0.35,1.1618843640511014e-08,0.9959759680573557,-0.0014037967147236315,
fit,0.35,1.1958982643749794e-08,0.9959352584012651,-0.001417951481859846,
fit,0.35,1.2309079138896018e-08,0.9958941382749611,-0.0014322480061205421,
fit,0.35,1.2669424629259076e-08,0.9958526035677616,-0.0014466876180464373,
fit,0.35,1.3040319151841315e-08,0.9958106501290297,-0.0014612720261968012,
fit,0.35,1.3422071527160119e-08,0.995768273764849,-0.0014760023316166635,
fit,0.35,1.3814999616383237e-08,0.9957254702421775,-0.0014908801051483588,
fit,0.35,1.4219430585991676e-08,0.9956822352855582,-0.001505906797877942,
fit,0.35,1.4635701180190798e-08,0.9956385645758328,-0.0015210837829786779,
fit,0.35,1.5064158001295943e-08,0.9955944537540183,-0.001536412754453615,
fit,0.35,1.5505157798326253e-08,0.9955498984159593,-0.0015518950166419233,
fit,0.35,1.595906776404731e-08,0.9955048941145819,-0.0015675320660749545,
fit,0.35,1.6426265840709303e-08,0.9954594363596009,-0.0015833256603591805,
fit,0.35,1.690714103473578e-08,0.9954135206152506,-0.0015992770563165188,
fit,0.35,1.740209374062485e-08,0.995367142303766,-0.001615388155043222,
fit,0.35,1.7911536074332302e-08,0.9953202967980692,-0.0016316602234766886,
fit,0.35,1.843589221641486e-08,0.9952729794298559,-0.0016480946002497,
fit,0.35,1.8975598765218503e-08,0.9952251854819026,-0.0016646936514202633,
fit,0.35,1.953110510040631e-08,0.9951769101919105,-0.0016814586271489788,
fit,0.35,2.0102873757128834e-08,0.9951281487495199,-0.0016983907540101643,
fit,0.35,2.0691380811147902e-08,0.9950788962997272,-0.0017154922421864054,
fit,0.35,2.1297116275234783e-08,0.995029147937086,-0.001732764401938161,
fit,0.35,2.1920584507173234e-08,0.9949788987090941,-0.0017502090915323051,
fit,0.35,2.256230462970635e-08,0.994928143614327,-0.0017678280808120228,
fit,0.35,2.3222810962777245e-08,0.9948768776023492,-0.0017856229424949993,
fit,0.35,2.3902653468423895e-08,0.9948250955731158,-0.0018035954806194833,
fit,0.35,2.4602398208697776e-08,0.9947727923773785,-0.0018217470814344099,
fit,0.35,2.5322627816987946e-08,0.9947199628138236,-0.0018400799445138817,
fit,0.35,2.606394198314347e-08,0.9946666016305796,-0.001858595723744725,
fit,0.35,2.682695795279727e-08,0.9946127035260032,-0.0018772961795458162,
fit,0.35,2.761231104130753e-08,0.9945582631443367,-0.0018961830903959608,
fit,0.35,2.8420655162745108e-08,0.9945032750777804,-0.0019152582327011808,
fit,0.35,2.9252663374366476e-08,0.9944477338668655,-0.0019345236563772378,
fit,0.35,3.0109028437025925e-08,0.994391633997631,-0.0019539811552981116,
fit,0.35,3.099046339199427e-08,0.9943349699014187,-0.0019736324660495352,
fit,0.35,3.189770215466325e-08,0.9942777359564531,-0.001993479553430544,
fit,0.35,3.283150012563047e-08,0.9942199264869632,-0.002013524346268461,
fit,0.35,3.379263481967431e-08,0.994161535758724,-0.002033768950927786,
fit,0.35,3.478190651314134e-08,0.9941025579836232,-0.0020542150980734537,
fit,0.35,3.58001389102858e-08,0.9940429873159816,-0.002074864630330419,
fit,0.35,3.6848179829116765e-08,0.9939828178550064,-0.0020957198140338466,
fit,0.35,3.792690190732254e-08,0.9939220436388787,-0.002116782505229984,
fit,0.35,3.903720332886092e-08,0.993860658651664,-0.002138054714853406,
fit,0.35,4.0180008571820914e-08,0.993798656815572,-0.00215953858326599,
fit,0.35,4.135626917817706e-08,0.9937360319940153,-0.0021812362524582726,
fit,0.35,4.256696454607867e-08,0.9936727779938547,-0.0022031497110616242,
fit,0.35,4.381310274533306e-08,0.993608888557155,-0.0022252808780345266,
fit,0.35,4.5095721356761446e-08,0.993544357367156,-0.0022476319632641975,
fit,0.35,4.641588833612773e-08,0.9934791780464938,-0.002270205153840181,
fit,0.35,4.7774702903357733e-08,0.9934133441542213,-0.0022930031126202136,
fit,0.35,4.917329645779016e-08,0.9933468491876912,-0.002316027031046178,
fit,0.35,5.061283352022214e-08,0.9932796865804896,-0.0023392797273086435,
fit,0.35,5.209451270253212e-08,0.9932118497023126,-0.002362763425356417,
fit,0.35,5.3619567705688166e-08,0.9931433318598254,-0.002386479977042017,
fit,0.35,5.5189268346973744e-08,0.9930741262938749,-0.0024104320814405805,
fit,0.35,5.680492161728429e-08,0.993004226179969,-0.0024346221528680177,
fit,0.35,5.846787276937589e-08,0.9929336246250614,-0.0024590519482891975,
fit,0.35,6.017950643797328e-08,0.9928623146732765,-0.002483723960870484,
fit,0.35,6.19412477926676e-08,0.9927902892989984,-0.0025086406005354715,
fit,0.35,6.375456372456507e-08,0.9927175414098471,-0.0025338041799039326,
fit,0.35,6.562096406767554e-08,0.9926440638436468,-0.0025592174299760642,
fit,0.35,6.754200285605593e-08,0.9925698493690144,-0.00258488235295308,
fit,0.35,6.951927961775605e-08,0.9924948906842307,-0.002610801495045015,
fit,0.35,7.155444070664575e-08,0.9924191804201756,-0.0026369773399933308,
fit,0.35,7.364918067322973e-08,0.99234271113249,-0.0026634124738283763,
fit,0.35,7.580524367559261e-08,0.9922654753070953,-0.0026901091393976805,
fit,0.35,7.802442493165044e-08,0.9921874653566242,-0.0027170699664009444,
fit,0.35,8.030857221391521e-08,0.9921086736221701,-0.0027442977718927265,
fit,0.35,8.265958738801813e-08,0.9920290923678948,-0.0027717945565443394,
fit,0.35,8.507942799627444e-08,0.9919487137875492,-0.00279956366706139,
fit,0.35,8.757010888760517e-08,0.9918675299957519,-0.0028276071579490386,
fit,0.35,9.013370389517438e-08,0.9917855330341313,-0.0028559276770145914,
fit,0.35,9.27723475631406e-08,0.9917027148660212,-0.0028845279795359537,
fit,0.35,9.548823692395676e-08,0.9916190673783589,-0.002913411018262039,
fit,0.35,9.82836333277003e-08,0.9915345823805849,-0.002942579104726867,
fit,0.35,1.0116086432495807e-07,0.9914492516002529,-0.0029720354676559535,
fit,0.35,1.0412232560483065e-07,0.9913630666915173,-0.0030017821735937103,
fit,0.35,1.0717048298967093e-07,0.9912760192233844,-0.003031822566532484,
fit,0.35,1.1030787448822151e-07,0.9911881006865974,-0.00306215956359511,
fit,0.35,1.1353711240885178e-07,0.9910993024893813,-0.003092795559211995,
fit,0.35,1.1686088553466497e-07,0.9910096159568029,-0.003123733477118522,
fit,0.35,1.2028196136227775e-07,0.9909190323325184,-0.003154976408372912,
fit,0.35,1.2380318840613968e-07,0.9908275427776339,-0.0031865272925992866,
fit,0.35,1.274274985703132e-07,0.9907351383645601,-0.003218388880633853,
fit,0.35,1.3115790958968502e-07,0.9906418100851665,-0.0032505641746679373,
fit,0.35,1.3499752754264296e-07,0.9905475488422782,-0.003283056156809863,
fit,0.35,1.389495494373136e-07,0.9904523454538507,-0.0033158678644817363,
fit,0.35,1.4301726587350879e-07,0.9903561906476313,-0.0033490026383692986,
fit,0.35,1.4720406378260015e-07,0.9902590750660769,-0.0033824630566574795,
fit,0.35,1.5151342924760513e-07,0.9901609892604437,-0.0034162525107070477,
fit,0.35,1.5594895040582833e-07,0.9900619236929463,-0.003450374307551525,
fit,0.35,1.6051432043647616e-07,0.9899618687362027,-0.0034848311202139576,
fit,0.35,1.6521334063573685e-07,0.989860814669802,-0.003519626503036194,
fit,0.35,1.700499235818794e-07,0.9897587516802577,-0.003554763527387969,
fit,0.35,1.750280963930101e-07,0.989655669863026,-0.003590245315759598,
fit,0.35,1.8015200408020237e-07,0.9895515592201208,-0.0036260756103918892,
fit,0.35,1.8542591299878542e-07,0.9894464096552552,-0.0036622571584210215,
fit,0.35,1.908542144006686e-07,0.9893402109790733,-0.003698793641544032,
fit,0.35,1.9644142809066267e-07,0.989232952907264,-0.00373568796060067,
fit,0.35,2.0219220618983556e-07,0.9891246250552568,-0.003772944231360535,
fit,0.35,2.081113370090395e-07,0.989015216942283,-0.0038105652122094186,
fit,0.35,2.142037490358383e-07,0.9889047179876848,-0.003848554615733607,
fit,0.35,2.2047451503814767e-07,0.9887931175105363,-0.003886915979745116,
fit,0.35,2.269288562880081e-07,0.9886804047310992,-0.00392565273483271,
fit,0.35,2.3357214690901212e-07,0.9885665687659811,-0.003964768412838007,
fit,0.35,2.404099183509974e-07,0.9884515986319311,-0.004004266480765378,
fit,0.35,2.4744786399573476e-07,0.9883354832388038,-0.0040441507844277,
fit,0.35,2.54691843897454e-07,0.9882182113957496,-0.004084424497927654,
fit,0.35,2.6214788966213584e-07,0.9880997718042582,-0.004125091815095613,
fit,0.35,2.6982220946965334e-07,0.9879801530611948,-0.00416615629279056,
fit,0.35,2.777211932429355e-07,0.9878593436557509,-0.004207621301007665,
fit,0.35,2.8585141796844717e-07,0.9877373319704876,-0.0042494910506502975,
fit,0.35,2.942196531724371e-07,0.9876141062772472,-0.00429176904651981,
fit,0.35,3.0283286655749457e-07,0.9874896547398961,-0.00433445902873579,
fit,0.35,3.1169822980411437e-07,0.9873639654115154,-0.004377565208941524,
fit,0.35,3.208231245421074e-07,0.9872370262324953,-0.004421091132300596,
fit,0.35,3.3021514849681757e-07,0.987108825031424,-0.0044650409018034895,
fit,0.35,3.3988212181526674e-07,0.9869793495236111,-0.004509418324330529,
fit,0.35,3.498320935775032e-07,0.9868485873090481,-0.004554227443214702,
fit,0.35,3.60073348498562e-07,0.9867165258735394,-0.004599472430033412,
fit,0.35,3.706144138266228e-07,0.9865831525865619,-0.00464515716212955,
fit,0.35,3.814640664431174e-07,0.9864484546989626,-0.004691285586764987,
fit,0.35,3.9263134017068395e-07,0.9863124193446792,-0.004737862227729019,
fit,0.35,4.0412553329506e-07,0.9861750335361851,-0.00478489078911961,
fit,0.35,4.159562163071843e-07,0.9860362841690753,-0.004832375771140242,
fit,0.35,4.281332398719396e-07,0.985896158014218,-0.00488032135489061,
fit,0.35,4.4066674303017865e-07,0.9857546417221021,-0.004928731773725083,
fit,0.35,4.5356716164087024e-07,0.985611721819699,-0.0049776110905660545,
fit,0.35,4.6684523707037945e-07,0.9854673847085499,-0.0050269638850097345,
fit,0.35,4.805120251361242e-07,0.9853216166663072,-0.005076794545249917,
fit,0.35,4.94578905312064e-07,0.9851744038430305,-0.005127107414034757,
fit,0.35,5.090575902036687e-07,0.9850257322633048,-0.005177906894064478,
fit,0.35,5.239601353002645e-07,0.984875587819911,-0.0052291970467325186,
fit,0.35,5.39298949012887e-07,0.9847239562784903,-0.005280983218034281,
fit,0.35,5.550868030059811e-07,0.9845708232742695,-0.005333269517620538,
fit,0.35,5.713368428315579e-07,0.9844161743085843,-0.005386060459559534,
fit,0.35,5.880625988746756e-07,0.9842599947525704,-0.005439360676343076,
fit,0.35,6.052779976193355e-07,0.9841022698428583,-0.005493174862881818,
fit,0.35,6.229973732441834e-07,0.9839429846798314,-0.005547508014489402,
